i;Links;Weights;BCW;CCW;Stat_Weights;p-value_Weights;Stat_BC;p-value_BC;Stat_CC;p-value_CC;Stat_DC;p-value_DC;Stat_BCW;p-value_BCW;Stat_CCW;p-value_CCW;BC;CC;DC;AD_Weights;p-value_Weights;AD_BC;p-value_BC;AD_CC;p-value_CC;AD_DC;p-value_DC;AD_BCW;p-value_BCW;AD_CCW;p-value_CCW
0;107;1095.0;0.0905982905982906;0.0048554896339516665;0.009345794392523364;0.9999999999999997;0.1111111111111111;0.9973888598742788;0.5555555555555556;0.00035235496723871337;0.037037037037037035;1.0;0.14814814814814814;0.9356622290518453;1.0;1.027253325734171e-15;0.0905982905982906;0.3244443204589694;0.3048433048433048;-1.243734462514385;0.25;-1.098326021526491;0.25;10.06736994264076;0.001;-1.3569923200774952;0.25;-1.041071170044742;0.25;33.11673807383066;0.001
0;106;610.0;0.07361823361823362;0.010183450914142442;0.027684711691059776;0.9999999989807465;0.037037037037037035;1.0;0.4444444444444444;0.00889018684023524;0.07407407407407407;0.9999999310621962;0.07407407407407407;0.9999999310621962;1.0;1.027253325734171e-15;0.07361823361823362;0.3760130430493736;0.301994301994302;-0.9234691360085971;0.25;-1.213040366502172;0.25;1.9485594033122688;0.05113615063139224;-1.1734718765905603;0.25;-1.1971879567172703;0.25;32.240887442285846;0.001
0;105;1589.0;0.10062678062678063;0.00252525963476798;0.029283489096573207;0.9999999938728298;0.4444444444444444;0.00889018684023524;0.5925925925925926;9.83316187642921e-05;0.07407407407407407;0.9999999310621962;0.4444444444444444;0.00889018684023524;1.0;1.027253325734171e-15;0.1006267806267806;0.299767295722264;0.29914529914529914;-0.9102047903778316;0.25;7.419553168120617;0.001;11.381849609891335;0.001;-1.158367163651598;0.25;7.333357210823967;0.001;31.840759803489252;0.001
0;107;1323.0;0.09367521367521368;0.006650966343971138;0.018691588785046728;0.9999999999999998;0.07407407407407407;0.9999999310621962;0.5185185185185185;0.0011383775864635356;0.07407407407407407;0.9999999310621962;0.1111111111111111;0.9973888598742788;1.0;1.027253325734171e-15;0.07122507122507124;0.37970448839289683;0.3048433048433048;-1.0169389838374416;0.25;-0.9538453760733078;0.25;4.98189851716012;0.003521076528917318;-1.2695863217248327;0.25;-0.8371842588529934;0.25;32.598335193586635;0.001
0;107;1116.0;0.08113960113960114;0.004990434405579256;0.009345794392523364;0.9999999999999997;0.07407407407407407;0.9999999310621962;0.5185185185185185;0.0011383775864635356;0.1111111111111111;0.9973888598742788;0.07407407407407407;0.9999999310621962;1.0;1.027253325734171e-15;0.07601139601139602;0.36595035394863407;0.3048433048433048;-1.2285504695793337;0.25;-0.9645862802409223;0.25;3.9270781511098427;0.008595600135259514;-1.2074869844500709;0.25;-1.2825912852147348;0.25;32.66860792034759;0.001
0;106;811.0;0.12296296296296297;0.00533537508922342;0.009786633750661258;1.0;0.4444444444444444;0.00889018684023524;0.7037037037037037;1.0688219430901316e-06;0.07407407407407407;0.9999999310621962;0.5185185185185185;0.0011383775864635356;1.0;1.027253325734171e-15;0.11726495726495727;0.27018254091140315;0.301994301994302;-1.2370113191620469;0.25;7.611866460896416;0.001;17.26230641448313;0.001;-0.9331165775657817;0.25;10.38117057570798;0.001;31.74155111612928;0.001
0;107;917.0;0.07225071225071227;0.006753892935909193;0.018691588785046728;0.9999999999999998;0.07407407407407407;0.9999999310621962;0.48148148148148145;0.00333382007458774;0.07407407407407407;0.9999999310621962;0.037037037037037035;1.0;1.0;1.027253325734171e-15;0.07225071225071224;0.37805344973709204;0.3048433048433048;-1.2195830684025757;0.25;-1.2808784225044267;0.25;2.266073315426704;0.03804305358747515;-1.2308070023168045;0.25;-1.3182460154167899;0.25;32.62170756329227;0.001
0;106;610.0;0.11703703703703704;0.004835310849526869;0.046464468347734086;0.999132557103029;0.14814814814814814;0.9356622290518453;0.7037037037037037;1.0688219430901316e-06;0.07407407407407407;0.9999999310621962;0.14814814814814814;0.9356622290518453;1.0;1.027253325734171e-15;0.11703703703703704;0.2684365758667293;0.301994301994302;1.6535209255934074;0.06753306027385404;-0.8345066246547213;0.25;17.49862035665948;0.001;-1.318294032336695;0.25;-0.955809891334258;0.25;32.53905759874561;0.001
0;107;990.0;0.0888888888888889;0.006711076847209973;0.018691588785046728;0.9999999999999998;0.07407407407407407;0.9999999310621962;0.48148148148148145;0.00333382007458774;0.037037037037037035;1.0;0.1111111111111111;0.9973888598742788;1.0;1.027253325734171e-15;0.06905982905982906;0.3855557992266525;0.3048433048433048;-1.3154830878566446;0.25;-0.9502572986840445;0.25;3.0724590390907442;0.018247722418302494;-1.3456932769009233;0.25;-0.866257807672123;0.25;32.59659284090593;0.001
0;107;1055.0;0.09264957264957266;0.006182352472679657;0.018691588785046728;0.9999999999999998;0.1111111111111111;0.9973888598742788;0.5555555555555556;0.00035235496723871337;0.1111111111111111;0.9973888598742788;0.1111111111111111;0.9973888598742788;1.0;1.027253325734171e-15;0.08991452991452993;0.33389367488234073;0.3048433048433048;-0.9296672718587133;0.25;-1.1296088412681882;0.25;6.923862165075111;0.001;-1.2074869844500709;0.25;-1.08804297453354;0.25;32.613094162628606;0.001
1;107;781.0;0.10985754985754986;0.007455098957994764;0.018691588785046728;0.9999999999999998;0.1111111111111111;0.9973888598742788;0.5555555555555556;0.00035235496723871337;0.1111111111111111;0.9973888598742788;0.14814814814814814;0.9356622290518453;1.0;1.027253325734171e-15;0.09196581196581198;0.32878553013589323;0.3048433048433048;-1.2165211983793343;0.25;-1.095628325555571;0.25;7.56138484119208;0.001;-1.2074869844500709;0.25;-0.6345494998596225;0.25;32.613094162628606;0.001
1;105;830.0;0.08615384615384615;0.02249207659095458;0.017801513128615932;1.0;0.4444444444444444;0.00889018684023524;0.48148148148148145;0.00333382007458774;0.14814814814814814;0.9356622290518453;0.5185185185185185;0.0011383775864635356;1.0;1.027253325734171e-15;0.06826210826210827;0.4037477704141291;0.29914529914529914;-0.9852590188906392;0.25;7.330559763110512;0.001;2.8219142203335426;0.02286874620572061;-1.1750671213445454;0.25;10.03913509033514;0.001;30.90482166582123;0.001
1;107;1254.0;0.07532763532763534;0.006646191318432844;0.018691588785046728;0.9999999999999998;0.37037037037037035;0.04843826268679447;0.4444444444444444;0.00889018684023524;0.07407407407407407;0.9999999310621962;0.4074074074074074;0.02166982723648196;1.0;1.027253325734171e-15;0.06985754985754987;0.39484622356979715;0.3048433048433048;-1.1965176494389134;0.25;4.907326082650856;0.0037454143544197863;2.6396874881916284;0.0269878122355691;-1.311854138182396;0.25;6.118639891314712;0.0014081904515197271;31.47498048890424;0.001
1;107;1028.0;0.07430199430199431;0.010320379681334908;0.018691588785046728;0.9999999999999998;0.4444444444444444;0.00889018684023524;0.4444444444444444;0.00889018684023524;0.07407407407407407;0.9999999310621962;0.4444444444444444;0.00889018684023524;1.0;1.027253325734171e-15;0.06472934472934473;0.4025107197897376;0.3048433048433048;-1.0050040096403716;0.25;7.2255934432953355;0.001;2.43099435981813;0.0326726324084927;-1.1362022160469767;0.25;7.2400976186173365;0.001;31.76675641305666;0.001
1;108;1492.0;0.07156695156695157;0.0051595530363256195;0.018431983385254414;1.0;0.07407407407407407;0.9999999310621962;0.5185185185185185;0.0011383775864635356;0.07407407407407407;0.9999999310621962;0.037037037037037035;1.0;1.0;1.027253325734171e-15;0.06062678062678063;0.4182782063791769;0.30769230769230765;-1.2153527847695835;0.25;-1.299240971654968;0.25;4.840441130628554;0.003959440248242754;-1.3104396963605391;0.25;-1.2262785549256565;0.25;32.68919497330887;0.001
